"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",84.77,8.84,4.03,1.26%,478
2,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",190.82,,15.34,1.32%,18200
3,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1091.60,33.01,29.85,0.47%,22256
4,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",501799.75,14.00,545.86,-1.65%,7154303
5,"AAWW","Atlas Air Worldwide Holdings Inc.","Services","Air Services, Other","USA",947.93,8.48,37.71,-0.05%,52895
6,"AAXJ","iShares MSCI All Country Asia ex Jpn Idx","Financial","Exchange Traded Fund","USA",2006.03,,59.14,-0.35%,133487
7,"ABAX","Abaxis Inc.","Healthcare","Diagnostic Substances","USA",825.32,44.05,37.09,0.24%,8575
8,"ABCB","Ameris Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",478.50,23.28,20.00,-0.10%,3265
9,"ABCD","Cambium Learning Group, Inc.","Services","Education & Training Services","USA",83.35,,1.71,-2.84%,1450
10,"ABCO","Advisory Board Co.","Services","Business Services","USA",2269.60,98.83,62.77,-0.76%,27751
11,"ABFS","Arkansas Best Corporation","Services","Trucking","USA",855.76,,33.44,0.57%,68669
12,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",17.12,,1.54,-2.53%,164254
13,"ABMC","American Bio Medica Corp.","Healthcare","Diagnostic Substances","USA",2.39,,0.11,0.00%,0
14,"ABMD","Abiomed Inc.","Healthcare","Medical Appliances & Equipment","USA",1037.25,188.71,26.50,0.30%,99467
15,"ABTL","Autobytel Inc.","Technology","Internet Information Providers","USA",110.02,51.50,14.01,13.35%,353093
16,"ACAD","ACADIA Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2058.59,,22.86,-0.61%,183211
17,"ACAS","American Capital, Ltd.","Financial","Asset Management","USA",4182.90,9.07,14.51,-0.62%,399033
18,"ACAT","Arctic Cat Inc.","Consumer Goods","Recreational Vehicles","USA",712.57,17.64,53.96,1.31%,25676
19,"ACCL","Accelrys Inc.","Technology","Application Software","USA",519.31,,9.37,0.43%,13069
20,"ACET","Aceto Corp.","Basic Materials","Chemicals - Major Diversified","USA",625.37,21.87,22.31,-0.98%,45343
21,"ACFC","Atlantic Coast Financial Corporation","Financial","Regional - Southeast Banks","USA",10.02,,4.03,0.75%,600
22,"ACFN","Acorn Energy, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",64.04,,3.57,0.85%,24468
23,"ACGL","Arch Capital Group Ltd.","Financial","Property & Casualty Insurance","Bermuda",7478.12,14.43,57.04,0.30%,64564
24,"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Specialized Health Services","USA",2325.86,64.56,47.88,3.01%,408146
25,"ACHN","Achillion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",291.88,,3.05,0.99%,280699
26,"ACIW","ACI Worldwide, Inc.","Technology","Technical & System Software","USA",2459.79,39.79,62.73,-0.22%,29499
27,"ACLS","Axcelis Technologies Inc.","Technology","Semiconductor Equipment & Materials","USA",245.42,,2.19,-2.67%,109235
28,"ACNB","ACNB Corp.","Financial","Regional - Southwest  Banks","USA",108.57,11.71,18.17,0.11%,216
29,"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology","USA",1190.50,8.41,29.94,1.39%,113688
30,"ACPW","Active Power Inc.","Industrial Goods","Diversified Machinery","USA",57.82,,2.99,0.00%,7679
31,"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Medical Appliances & Equipment","USA",395.96,,9.38,-1.78%,94500
32,"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",106.96,,1.21,-3.20%,117488
33,"ACTG","Acacia Research Corporation","Services","Research Services","USA",636.02,,13.25,0.68%,124655
34,"ACTS","Actions Semiconductor Co., Ltd.","Technology","Semiconductor - Specialized","China",195.81,,2.87,0.70%,2850
35,"ACUR","Acura Pharmaceuticals Inc.","Healthcare","Drug Delivery","USA",73.09,,1.56,1.30%,35916
36,"ACWI","iShares MSCI ACWI Index","Financial","Exchange Traded Fund","USA",,,55.44,-0.45%,336009
37,"ACWX","iShares MSCI ACWI ex US Index","Financial","Exchange Traded Fund","USA",,,44.86,-0.60%,130495
38,"ACXM","Acxiom Corporation","Technology","Information Technology Services","USA",2758.56,55.81,37.43,0.11%,72930
39,"ADAT","Authentidate Holding Corp.","Technology","Healthcare Information Services","USA",46.19,,1.38,-6.76%,99632
40,"ADBE","Adobe Systems Inc.","Technology","Application Software","USA",28798.26,101.18,57.85,0.31%,962669
41,"ADEP","Adept Technology Inc.","Industrial Goods","Diversified Machinery","USA",132.09,,13.26,1.61%,358663
42,"ADES","ADA-ES, Inc.","Industrial Goods","Pollution & Treatment Controls","USA",543.60,,54.42,0.87%,14090
43,"ADHD","Alcobra Ltd.","Healthcare","Biotechnology","Israel",161.40,,18.09,1.06%,63059
44,"ADI","Analog Devices Inc.","Technology","Printed Circuit Boards","USA",15220.78,22.87,48.96,0.04%,281769
45,"ADMP","Adamis Pharmaceuticals Corporation","Healthcare","Drug Delivery","USA",621.94,,5.77,-2.70%,8568
46,"ADNC","Audience, Inc.","Technology","Semiconductor - Integrated Circuits","USA",245.57,31.53,11.41,0.53%,97811
47,"ADP","Automatic Data Processing, Inc.","Technology","Business Software & Services","USA",37087.73,27.01,78.45,1.55%,714513
48,"ADRA","BLDRS Asia 50 ADR Index","Financial","Exchange Traded Fund","USA",,,28.55,0.00%,0
49,"ADRD","BLDRS Developed Markets 100 ADR Index","Financial","Exchange Traded Fund","USA",,,24.28,1.00%,3645
50,"ADRE","BLDRS Emerging Markets 50 ADR Index","Financial","Exchange Traded Fund","USA",,,36.72,0.29%,1711
51,"ADRU","BLDRS Europe 100 ADR Index","Financial","Exchange Traded Fund","USA",,,23.92,0.00%,0
52,"ADSK","Autodesk, Inc.","Technology","Technical & System Software","USA",10597.25,43.58,47.58,0.17%,969274
53,"ADTN","ADTRAN Inc.","Technology","Communication Equipment","USA",1519.95,41.63,25.90,-1.26%,175561
54,"ADUS","Addus HomeCare Corp.","Healthcare","Home Health Care","USA",250.00,22.95,21.64,-6.64%,223149
55,"ADVS","Advent Software, Inc.","Technology","Application Software","USA",1769.57,70.02,34.45,0.41%,39352
56,"ADXS","Advaxis, Inc.","Healthcare","Biotechnology","USA",20.44,,4.20,-1.87%,47620
57,"AEGN","Aegion Corporation","Industrial Goods","Heavy Construction","USA",849.24,16.89,20.27,-7.70%,344523
58,"AEGR","Aegerion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1896.74,,64.34,-1.46%,166315
59,"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials","USA",30.31,,2.88,1.05%,4969
60,"AEIS","Advanced Energy Industries, Inc.","Technology","Diversified Electronics","USA",872.13,312.43,21.69,-0.82%,86624
61,"AEPI","AEP Industries Inc.","Consumer Goods","Rubber & Plastics","USA",271.78,17.59,48.76,0.43%,34065
62,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",1.01,,0.01,-9.09%,9577
63,"AERI","Aerie Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Major","USA",15.32,,16.05,2.03%,36706
64,"AERT","Advanced Environmental Recycling Technologies, Inc.","Industrial Goods","Lumber, Wood Production","USA",4.96,,0.10,0.00%,78200
65,"AETI","American Electric Technologies, Inc","Industrial Goods","Industrial Electrical Equipment","USA",70.36,19.53,8.75,-0.46%,2116
66,"AEY","ADDvantage Technologies Group Inc.","Services","Electronics Wholesale","USA",25.10,14.76,2.52,0.40%,7004
67,"AEZS","AEterna Zentaris Inc. (USA)","Healthcare","Biotechnology","Canada",30.91,,1.20,-0.82%,308037
68,"AFAM","Almost Family Inc.","Healthcare","Home Health Care","USA",300.64,25.45,32.36,0.12%,7135
69,"AFCB","Athens Bancshares Corporation","Financial","Regional - Southeast Banks","USA",39.44,17.36,19.50,-1.47%,366
70,"AFCE","AFC Enterprises Inc.","Services","Restaurants","USA",914.74,26.37,38.03,-1.88%,58819
71,"AFFM","Affirmative Insurance Holdings Inc.","Financial","Property & Casualty Insurance","USA",35.60,,2.57,11.26%,740
72,"AFFX","Affymetrix Inc.","Technology","Scientific & Technical Instruments","USA",596.43,,8.30,-0.36%,211952
73,"AFFY","Affymax, Inc.","Healthcare","Biotechnology","USA",31.12,,0.83,0.01%,103597
74,"AFH","Atlas Financial Holdings, Inc.","Financial","Property & Casualty Insurance","USA",104.20,20.45,12.98,2.37%,1307
75,"AFOP","Alliance Fiber Optic Products Inc.","Technology","Semiconductor - Broad Line","USA",264.70,15.43,14.39,-1.84%,96018
76,"AFSI","AmTrust Financial Services, Inc.","Financial","Property & Casualty Insurance","USA",2429.54,9.24,29.95,-8.42%,3507665
77,"AGEN","Agenus Inc.","Healthcare","Biotechnology","USA",85.57,,2.73,-3.19%,244543
78,"AGII","Argo Group International Holdings, Ltd.","Financial","Property & Casualty Insurance","Bermuda",1219.63,14.11,45.75,0.09%,23273
79,"AGIO","Agios Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",83.40,,21.85,-2.46%,56868
80,"AGNC","American Capital Agency Corp.","Financial","REIT - Residential","USA",7714.35,3.39,19.47,-1.41%,1798321
81,"AGYS","Agilysys Inc.","Technology","Application Software","USA",290.50,656.50,13.11,-0.15%,3785
82,"AHGP","Alliance Holdings GP, L.P.","Basic Materials","Nonmetallic Mineral Mining","USA",3248.17,14.24,54.35,0.17%,33353
83,"AHPI","Allied Healthcare Products Inc.","Healthcare","Medical Appliances & Equipment","USA",18.22,,2.27,0.00%,0
84,"AIMC","Altra Holdings, Inc.","Industrial Goods","Industrial Electrical Equipment","USA",865.53,31.38,32.35,0.09%,29560
85,"AINV","Apollo Investment Corporation","Financial","Diversified Investments","USA",1917.04,14.96,8.52,-0.12%,336619
86,"AIQ","Alliance Healthcare Services, Inc.","Healthcare","Medical Laboratories & Research","USA",251.16,,23.66,0.13%,15586
87,"AIRM","Air Methods Corp.","Healthcare","Specialized Health Services","USA",2132.42,30.60,55.76,1.81%,37807
88,"AIRT","Air T Inc.","Services","Air Delivery & Freight Services","USA",27.84,19.96,11.20,-1.54%,3691
89,"AIXG","Aixtron SE","Industrial Goods","Diversified Machinery","Germany",1390.69,,13.70,-0.36%,32645
90,"AKAM","Akamai Technologies, Inc.","Technology","Internet Information Providers","USA",8123.95,29.41,46.65,2.35%,1234857
91,"AKRX","Akorn, Inc.","Healthcare","Drugs - Generic","USA",2328.00,60.48,24.47,1.16%,424412
92,"ALAN","Alanco Technologies Inc.","Technology","Data Storage Devices","USA",2.67,,0.47,-2.92%,1000
93,"ALCO","Alico Inc.","Consumer Goods","Farm Products","USA",283.47,14.54,38.23,-1.49%,4130
94,"ALCS","ALCO Stores, Inc.","Services","Discount, Variety Stores","USA",34.83,,10.40,-2.71%,9598
95,"ALGN","Align Technology Inc.","Healthcare","Medical Appliances & Equipment","USA",4478.15,151.35,55.94,-0.11%,337365
96,"ALGT","Allegiant Travel Company","Services","Regional Airlines","USA",2008.21,22.99,107.02,-0.72%,8041
97,"ALIM","Alimera Sciences, Inc.","Healthcare","Drug Manufacturers - Major","USA",80.24,,2.53,-0.39%,4063
98,"ALKS","Alkermes plc","Healthcare","Drug Delivery","USA",5280.91,298.46,39.00,0.52%,243723
99,"ALLB","Alliance Bancorp Inc of Pennsylvania","Financial","Regional - Northeast Banks","USA",74.19,42.53,15.16,-0.98%,2118
100,"ALLT","Allot Communications Ltd.","Technology","Communication Equipment","Israel",466.12,,14.29,0.28%,50105
101,"ALNY","Alnylam Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",3811.12,,61.46,0.66%,175630
102,"ALOG","Analogic Corporation","Technology","Scientific & Technical Instruments","USA",1059.88,35.35,88.38,0.80%,11393
103,"ALOT","Astro-Med Inc.","Technology","Computer Peripherals","USA",103.74,81.82,13.91,0.00%,905
104,"ALSE","Alseres Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",0.83,,0.04,-0.28%,120
105,"ALSK","Alaska Communications Systems Group Inc.","Technology","Telecom Services - Domestic","USA",102.81,0.96,2.15,-1.38%,71081
106,"ALTI","Altair Nanotechnologies, Inc.","Technology","Diversified Electronics","USA",41.38,,3.60,0.84%,490
107,"ALTR","Altera Corp.","Technology","Semiconductor - Specialized","USA",10119.65,22.08,31.71,0.41%,912112
108,"ALVR","Alvarion Ltd.","Technology","Wireless Communications","Israel",4.30,,0.64,-5.85%,21480
109,"ALXA","Alexza Pharmaceuticals Inc.","Healthcare","Drug Manufacturers - Other","USA",78.26,,4.56,0.44%,19000
110,"ALXN","Alexion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",24078.17,69.53,125.15,1.70%,399921
111,"AMAG","AMAG Pharmaceuticals, Inc.","Healthcare","Diagnostic Substances","USA",502.80,,22.98,-0.85%,16565
112,"AMAP","AutoNavi Holdings Limited","Technology","Application Software","China",705.58,25.40,13.81,-1.15%,124310
113,"AMAT","Applied Materials Inc.","Technology","Semiconductor Equipment & Materials","USA",20244.00,80.00,16.89,0.54%,2279283
114,"AMBA","Ambarella, Inc.","Technology","Semiconductor Equipment & Materials","USA",691.45,31.44,24.51,-1.33%,137993
115,"AMBC","Ambac Financial Group, Inc.","Financial","Surety & Title Insurance","USA",937.41,0.58,20.62,-1.01%,88309
116,"AMBI","Ambit Biosciences Corporation","Healthcare","Biotechnology","USA",193.07,,10.29,-4.72%,57308
117,"AMBT","Ambient Corporation","Technology","Communication Equipment","USA",40.50,,2.48,2.06%,20053
118,"AMCC","Applied Micro Circuits Corp.","Technology","Semiconductor - Integrated Circuits","USA",884.39,,12.22,0.33%,126383
119,"AMCF","Andatee China Marine Fuel Services Corporation","Basic Materials","Oil & Gas Equipment & Services","China",14.41,8.76,1.70,14.09%,381684
120,"AMCN","AirMedia Group Inc.","Services","Marketing Services","China",97.12,,1.63,1.24%,80396
121,"AMCX","AMC Networks Inc.","Services","Entertainment - Diversified","USA",4529.71,16.95,62.75,-0.74%,217033
122,"AMED","Amedisys Inc.","Healthcare","Home Health Care","USA",464.38,,14.70,-0.28%,54090
123,"AMGN","Amgen Inc.","Healthcare","Biotechnology","USA",83694.00,17.56,111.11,0.10%,918440
124,"AMIC","American Independence Corp.","Financial","Accident & Health Insurance","USA",98.81,10.03,11.97,-2.21%,2210
125,"AMKR","Amkor Technology, Inc.","Technology","Semiconductor - Integrated Circuits","USA",1208.06,15.50,5.53,-0.99%,134339
126,"AMNB","American National Bankshares Inc.","Financial","Regional - Mid-Atlantic Banks","USA",195.77,11.83,24.48,-1.49%,4158
127,"AMOT","Allied Motion Technologies Inc.","Industrial Goods","Industrial Electrical Equipment","USA",108.67,25.71,12.50,1.30%,487
128,"AMRB","American River Bankshares","Financial","Regional - Pacific Banks","USA",82.79,27.62,9.18,-2.24%,10811
129,"AMRI","Albany Molecular Research Inc.","Healthcare","Biotechnology","USA",305.32,76.08,10.01,1.23%,114901
130,"AMRN","Amarin Corporation plc","Healthcare","Drug Manufacturers - Other","Ireland",274.00,,1.64,1.86%,524103
131,"AMRS","Amyris, Inc.","Basic Materials","Specialty Chemicals","USA",226.33,,3.02,1.68%,47408
132,"AMSC","American Superconductor Corporation","Technology","Diversified Electronics","USA",88.01,,1.43,-0.69%,142130
133,"AMSF","Amerisafe, Inc.","Financial","Property & Casualty Insurance","USA",756.63,21.76,41.52,0.95%,9228
134,"AMSG","AmSurg Corp.","Healthcare","Hospitals","USA",1444.86,21.42,46.03,-0.04%,36477
135,"AMSWA","American Software, Inc.","Technology","Application Software","USA",270.36,25.92,9.94,0.91%,8884
136,"AMTY","Amerityre Corp.","Consumer Goods","Rubber & Plastics","USA",1.86,,0.06,0.00%,100
137,"AMWD","American Woodmark Corp.","Consumer Goods","Home Furnishings & Fixtures","USA",545.27,28.64,36.12,0.89%,28241
138,"AMZN","Amazon.com Inc.","Services","Catalog & Mail Order Houses","USA",177156.05,1384.46,390.08,0.63%,942935
139,"ANAC","Anacor Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",666.83,,16.59,0.97%,63185
140,"ANAD","Anadigics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",154.05,,1.76,-4.35%,1235936
141,"ANAT","American National Insurance Co.","Financial","Property & Casualty Insurance","USA",2945.80,11.09,109.82,-0.16%,1697
142,"ANCB","Anchor Bancorp","Financial","Savings & Loans","USA",42.52,,17.25,0.00%,0
143,"ANCI","American Caresource Holdings, Inc.","Healthcare","Specialized Health Services","USA",9.20,,1.61,0.00%,235
144,"ANCX","Access National Corp.","Financial","Regional - Mid-Atlantic Banks","USA",158.11,9.30,15.50,1.04%,1036
145,"ANDA","Andina Acquisition Corporation","Conglomerates","Conglomerates","Colombia",16.05,,10.19,0.00%,0
146,"ANDE","The Andersons, Inc.","Consumer Goods","Farm Products","USA",1621.94,22.05,87.59,0.84%,45294
147,"ANEN","Anaren Inc.","Technology","Wireless Communications","USA",352.40,24.02,27.90,0.14%,16989
148,"ANGI","Angie's List, Inc.","Technology","Internet Software & Services","USA",795.84,,13.37,-1.90%,198440
149,"ANGO","AngioDynamics Inc.","Healthcare","Medical Instruments & Supplies","USA",546.27,,15.84,1.34%,10325
150,"ANIK","Anika Therapeutics Inc.","Healthcare","Biotechnology","USA",468.33,27.17,33.99,-0.70%,61720
151,"ANIP","ANI Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",17.42,,14.95,-0.86%,9329
152,"ANSS","Ansys, Inc.","Technology","Technical & System Software","USA",7834.52,35.57,85.60,1.11%,46276
153,"ANTH","Anthera Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Major","USA",7.08,,2.97,0.68%,12512
154,"AOSL","Alpha & Omega Semiconductor, Ltd.","Technology","Semiconductor - Specialized","Bermuda",191.86,,7.62,2.01%,10711
155,"APAGF","Apco Oil & Gas International Inc.","Basic Materials","Independent Oil & Gas","USA",461.63,19.60,15.39,-1.85%,2128
156,"APEI","American Public Education, Inc.","Services","Education & Training Services","USA",770.42,16.98,43.51,-0.28%,28316
157,"APFC","American Pacific Corp.","Basic Materials","Specialty Chemicals","USA",316.70,12.10,39.94,-1.43%,12226
158,"APOG","Apogee Enterprises, Inc.","Industrial Goods","General Building Materials","USA",974.48,44.00,35.05,2.13%,77658
159,"APOL","Apollo Group Inc.","Services","Education & Training Services","USA",2911.48,11.70,25.76,0.08%,703668
160,"APPA","AP Pharma Inc.","Healthcare","Drug Manufacturers - Major","USA",17.25,,0.42,-2.09%,413234
161,"APPY","AspenBio Pharma, Inc.","Healthcare","Diagnostic Substances","USA",40.55,,1.96,3.71%,212832
162,"APRI","Apricus Biosciences, Inc.","Healthcare","Drug Manufacturers - Other","USA",72.16,,1.97,1.03%,355990
163,"APSA","Alto Palermo S.A.","Financial","Property Management","Argentina",693.18,17.89,22.27,1.23%,622
164,"APWC","Asia Pacific Wire & Cable Corp. Ltd.","Industrial Goods","Industrial Electrical Equipment","Taiwan",44.37,6.42,3.21,0.00%,0
165,"ARAY","Accuray Incorporated","Healthcare","Medical Appliances & Equipment","USA",628.23,,8.49,0.95%,402995
166,"ARCC","Ares Capital Corporation","Financial","Diversified Investments","USA",4660.58,8.39,17.43,0.35%,641665
167,"ARCI","Appliance Recycling Centers of America Inc.","Consumer Goods","Appliances","USA",17.06,,3.05,-0.65%,704
168,"ARCP","American Realty Capital Properties, Inc.","Financial","REIT - Diversified","USA",2068.58,,12.75,0.08%,415241
169,"ARCW","ARC Wireless Solutions Inc.","Technology","Wireless Communications","USA",137.41,29.62,24.78,3.29%,33478
170,"ARDNA","Arden Group Inc.","Services","Grocery Stores","USA",382.59,20.19,126.31,1.39%,582
171,"AREX","Approach Resources, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",748.25,106.56,19.33,0.76%,131038
172,"ARIA","Ariad Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",770.59,,4.14,-0.48%,8095228
173,"ARII","American Railcar Industries, Inc.","Services","Railroads","USA",942.26,10.84,44.11,-0.05%,34834
174,"ARIS","ARI Network Services Inc.","Technology","Application Software","USA",39.30,,3.23,-0.62%,1000
175,"ARKR","Ark Restaurants Corp.","Services","Restaurants","USA",69.64,17.17,21.56,0.47%,1193
176,"ARLP","Alliance Resource Partners LP","Basic Materials","Industrial Metals & Minerals","USA",2770.38,10.30,74.35,-0.80%,14357
177,"ARMH","ARM Holdings plc","Technology","Semiconductor - Specialized","United Kingdom",22776.92,92.19,50.56,3.48%,709789
178,"ARNA","Arena Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1205.10,,5.57,0.91%,1616943
179,"AROW","Arrow Financial Corporation","Financial","Regional - Northeast Banks","USA",316.07,14.67,25.75,0.27%,8150
180,"ARQL","ArQule Inc.","Healthcare","Biotechnology","USA",122.52,,1.93,-1.53%,131533
181,"ARRS","Arris Group Inc.","Technology","Communication Equipment","USA",3052.06,,21.52,-2.34%,1211900
182,"ARRY","Array BioPharma, Inc.","Healthcare","Biotechnology","USA",575.79,,4.82,-1.63%,515352
183,"ARTC","ArthroCare Corporation","Healthcare","Medical Appliances & Equipment","USA",1108.57,55.81,39.50,1.10%,43027
184,"ARTNA","Artesian Resources Corp.","Utilities","Water Utilities","USA",197.40,23.40,22.66,0.89%,4519
185,"ARTW","Art's-Way Manufacturing Co. Inc.","Industrial Goods","Farm & Construction Machinery","USA",24.15,12.72,5.90,-1.34%,2252
186,"ARTX","Arotech Corp.","Industrial Goods","Industrial Electrical Equipment","USA",43.23,15.94,2.91,7.38%,516227
187,"ARUN","Aruba Networks, Inc.","Technology","Networking & Communication Devices","USA",1933.31,,16.91,-2.03%,590134
188,"ARWR","Arrowhead Research Corp.","Healthcare","Biotechnology","USA",228.67,,9.14,4.46%,960659
189,"ASBB","ASB Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",80.66,64.00,17.26,-0.12%,326
190,"ASBC","Associated Banc-Corp","Financial","Regional - Midwest Banks","USA",2799.27,15.71,16.96,-0.06%,163333
191,"ASBI","Ameriana Bancorp","Financial","Savings & Loans","USA",40.53,18.58,13.45,-0.81%,3557
192,"ASCMA","Ascent Capital Group, Inc.","Services","Security & Protection Services","USA",1158.41,,82.86,0.33%,3543
193,"ASDR","VelocityShares Emerging Asia DR ETF","Financial","Exchange Traded Fund","USA",,,52.03,0.00%,0
194,"ASEI","American Science & Engineering Inc.","Services","Security & Protection Services","USA",552.33,34.62,70.15,-0.68%,2500
195,"ASFI","Asta Funding Inc.","Services","Business Services","USA",107.51,41.45,8.29,0.00%,2211
196,"ASIA","AsiaInfo-Linkage,Inc.","Technology","Security Software & Services","China",870.19,,11.93,0.00%,289990
197,"ASMI","ASM International NV","Technology","Semiconductor Equipment & Materials","Netherlands",1966.90,1.06,31.46,1.03%,1142
198,"ASML","ASML Holding NV","Technology","Semiconductor Equipment & Materials","Netherlands",38944.13,30.52,88.89,1.11%,295413
199,"ASNA","Ascena Retail Group Inc.","Services","Apparel Stores","USA",3156.12,19.80,19.75,-0.25%,180645
200,"ASPS","Altisource Portfolio Solutions S.A.","Financial","Mortgage Investment","Luxembourg",3636.80,31.78,156.73,-0.77%,6271
201,"ASRV","AmeriServ Financial, Inc.","Financial","Regional - Northeast Banks","USA",56.73,15.10,3.01,-0.33%,470
202,"ASTC","Astrotech Corp.","Industrial Goods","Aerospace/Defense Products & Services","USA",44.39,17.54,2.47,8.33%,241219
203,"ASTE","Astec Industries, Inc.","Industrial Goods","Farm & Construction Machinery","USA",836.97,23.88,36.62,-0.44%,11430
204,"ASTI","Ascent Solar Technologies, Inc.","Technology","Semiconductor - Specialized","USA",38.11,,0.72,0.03%,135223
205,"ASTM","Aastrom Biosciences, Inc.","Healthcare","Biotechnology","USA",10.16,,3.32,-0.54%,1065
206,"ASUR","Asure Software, Inc.","Technology","Business Software & Services","USA",30.65,,5.19,0.39%,204
207,"ASYS","Amtech Systems Inc.","Technology","Semiconductor Equipment & Materials","USA",70.87,,7.35,-1.08%,14030
208,"ATAI","ATA, Inc.","Services","Education & Training Services","China",89.56,20.89,4.00,0.76%,6846
209,"ATAX","America First Tax Exempt Investors LP","Financial","Mortgage Investment","USA",273.75,21.33,6.41,0.15%,22341
210,"ATEA","Astea International Inc.","Technology","Application Software","USA",9.60,,2.65,-0.75%,8902
211,"ATEC","Alphatec Holdings, Inc.","Healthcare","Medical Instruments & Supplies","USA",183.12,,1.92,1.05%,2047
212,"ATGN","AltiGen Communications Inc.","Technology","Communication Equipment","USA",1.81,,0.11,0.09%,8046
213,"ATHN","athenahealth, Inc.","Services","Business Services","USA",4807.58,,130.88,0.65%,53723
214,"ATHX","Athersys, Inc.","Healthcare","Biotechnology","USA",115.98,,2.04,-1.45%,315459
215,"ATLC","Atlanticus Holdings Corporation","Financial","Credit Services","USA",48.38,,3.62,3.13%,1213
216,"ATLO","Ames National Corporation","Financial","Regional - Northeast Banks","USA",206.48,14.74,22.33,0.36%,67
217,"ATMI","ATMI Inc.","Technology","Semiconductor Equipment & Materials","USA",927.47,24.46,29.07,-0.14%,10560
218,"ATML","Atmel Corporation","Technology","Semiconductor - Broad Line","USA",3127.13,,7.30,-0.41%,1556883
219,"ATNI","Atlantic Tele-Network, Inc.","Technology","Telecom Services - Domestic","USA",866.22,33.56,55.26,0.40%,15634
220,"ATNY","API Technologies Corp.","Technology","Semiconductor - Broad Line","USA",179.02,,3.21,-0.62%,899
221,"ATOS","Atossa Genetics, Inc.","Healthcare","Diagnostic Substances","USA",33.47,,2.26,0.00%,25934
222,"ATRC","AtriCure, Inc.","Healthcare","Medical Instruments & Supplies","USA",339.68,,16.34,-0.31%,19485
223,"ATRI","ATRION Corp.","Healthcare","Medical Instruments & Supplies","USA",559.09,21.88,276.00,-0.92%,975
224,"ATRM","Aetrium Inc.","Technology","Semiconductor Equipment & Materials","USA",7.22,,6.64,-0.90%,10923
225,"ATRO","Astronics Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",908.64,34.47,52.05,0.00%,14947
226,"ATRS","Antares Pharma Inc.","Healthcare","Medical Instruments & Supplies","USA",518.82,,4.23,3.68%,807672
227,"ATSG","Air Transport Services Group, Inc.","Services","Air Delivery & Freight Services","USA",486.80,13.82,7.57,-0.39%,18427
228,"ATTU","Attunity, Ltd.","Technology","Technical & System Software","Israel",101.06,446.00,9.04,1.35%,45096
229,"ATVI","Activision Blizzard, Inc.","Technology","Multimedia & Graphics Software","USA",19141.32,16.56,17.03,-0.18%,2045872
230,"ATX","A.T. Cross Company","Consumer Goods","Recreational Goods, Other","USA",276.65,39.52,22.09,-0.20%,2479
231,"AUBN","Auburn National Bancorporation, Inc.","Financial","Regional - Southeast Banks","USA",91.04,12.95,24.99,0.00%,0
232,"AUDC","AudioCodes Ltd.","Technology","Communication Equipment","Israel",252.72,,6.70,0.90%,25157
233,"AUXL","Auxilium Pharmaceuticals Inc.","Healthcare","Drug Related Products","USA",995.60,9.04,20.14,-0.10%,165228
234,"AVAV","AeroVironment, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",634.36,,28.50,0.09%,30918
235,"AVEO","AVEO Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",83.34,,1.61,-0.62%,106832
236,"AVGO","Avago Technologies Limited","Technology","Semiconductor - Broad Line","Singapore",13282.88,24.91,52.68,-1.64%,1491653
237,"AVHI","AV Homes, Inc","Industrial Goods","Residential Construction","USA",281.05,,17.75,1.69%,15864
238,"AVID","Avid Technology, Inc.","Technology","Multimedia & Graphics Software","USA",311.36,,8.01,0.13%,21072
